"","sample_name","fastq_fwd_file_name","fastq_rev_file_name","sample_type","host_phylum","host_class","host_order","host_family","host_genus","host_species","coral species","collection_latitude","collection_longitude","collection_date","collection_depth","coral_tag","site_name","Sequencing_run","expedition","ID","Disturbance","Disturbance_cat","El_nino","ID2","Porites_compare","DisturbanceFish","...27"
"82","379_2015c","BG404_S129_L001_R1_001.fastq.gz","BG404_S129_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","2015 July","10-12 m","379",25,"run1","2015c",1422,1616.72393677079,"Medium","During",1012,"NA",1616.72393677079,NA
"83","389_2014","OR389_S332_L001_R1_001.fastq.gz","OR389_S332_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","2014 Aug","10-12 m","389",30,"run1","2014",466,5085.684783,"Very High","Before",1371,"NA",2021,NA
"84","389_2015b","G102_S255_L001_R1_001.fastq.gz","G102_S255_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","2015 May","10-12 m","389",30,"run1","2015b",1637,5085.684783,"Very High","Before",1372,"NA",2021,NA
"85","402_2014","OR402_S335_L001_R1_001.fastq.gz","OR402_S335_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","2014 Aug","10-12 m","402",25,"run1","2014",469,1616.72393677079,"Medium","Before",1013,"NA",1616.72393677079,NA
"86","402_2015c","BG415_S131_L001_R1_001.fastq.gz","BG415_S131_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","2015 July","10-12 m","402",25,"run1","2015c",1424,1616.72393677079,"Medium","During",1014,"NA",1616.72393677079,NA
"87","408_2014","408-14_S277_L001_R1_001.fastq.gz","408-14_S277_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","halicora","Favites halicora","2.04969 N","157.48590 W","2014 Aug","10-12 m","408",25,"Bleaching3_run","2014",404,1616.72393677079,"Medium","Before",963,"NA",1616.72393677079,NA
"88","435_2014","2014-435_S19_L001_R1_001.fastq.gz","2014-435_S19_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.02555 N","157.49788 W","2014 Aug","10-12 m","435",30,"run1","2014",428,5085.684783,"Very High","Before",1305,"NA",2021,NA
"89","435_2015b","G65_S294_L001_R1_001.fastq.gz","G65_S294_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.02555 N","157.49788 W","2015 May","10-12 m","435",30,"run1","2015b",1676,5085.684783,"Very High","Before",1306,"NA",2021,NA
"90","435_2015c","BG345_S122_L001_R1_001.fastq.gz","BG345_S122_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.02555 N","157.49788 W","2015 July","10-12 m","435",30,"run1","2015c",1415,5085.684783,"Very High","During",1307,"NA",2021,NA
"91","439_2016b","c-326_S326_L001_R1_001.fastq.gz","c-326_S326_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.02555 N","157.49788 W","2016 November","10-12 m","439",30,"run3","2016b",2209,5085.684783,"Very High","After",1312,"NA",2021,NA
"92","439_2014","2014-439_S20_L001_R1_001.fastq.gz","2014-439_S20_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.02555 N","157.49788 W","2014 Aug","10-12 m","439",30,"run1","2014",429,5085.684783,"Very High","Before",1308,"NA",2021,NA
"93","439_2015b","G68_S295_L001_R1_001.fastq.gz","G68_S295_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.02555 N","157.49788 W","2015 May","10-12 m","439",30,"run1","2015b",1677,5085.684783,"Very High","Before",1309,"NA",2021,NA
"94","439_2015c","BG350_S124_L001_R1_001.fastq.gz","BG350_S124_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.02555 N","157.49788 W","2015 July","10-12 m","439",30,"run1","2015c",1417,5085.684783,"Very High","During",1310,"NA",2021,NA
"95","439_2016a","BL86_S246_L001_R1_001.fastq.gz","BL86_S246_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.02555 N","157.49788 W","2016 March","10-12 m","439",30,"run1","2016a",1981,5085.684783,"Very High","During",1311,"NA",2021,NA
"96","442_2014","2014-442_S21_L001_R1_001.fastq.gz","2014-442_S21_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","2014 Aug","10-12 m","442",30,"run1","2014",430,5085.684783,"Very High","Before",1373,"NA",2021,NA
"97","442_2015b","G69_S296_L001_R1_001.fastq.gz","G69_S296_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","2015 May","10-12 m","442",30,"run1","2015b",1678,5085.684783,"Very High","Before",1374,"NA",2021,NA
"98","442_2015c","BG348_S123_L001_R1_001.fastq.gz","BG348_S123_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","2015 July","10-12 m","442",30,"run1","2015c",1416,5085.684783,"Very High","During",1375,"NA",2021,NA
"99","447_2014","OR447_S336_L001_R1_001.fastq.gz","OR447_S336_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2014 Aug","10-12 m","447",27,"run1","2014",470,7275.90836468762,"Very High","Before",1153,"NA",3233.82818968762,NA
"100","449_2014","2014-449_S22_L001_R1_001.fastq.gz","2014-449_S22_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.00877 N","157.48886 W","2014 Aug","10-12 m","449",27,"run1","2014",431,7275.90836468762,"Very High","Before",1096,"NA",3233.82818968762,NA
"101","454_2014","OR454_S337_L001_R1_001.fastq.gz","OR454_S337_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.00877 N","157.48886 W","2014 Aug","10-12 m","454",27,"run1","2014",471,7275.90836468762,"Very High","Before",1097,"NA",3233.82818968762,NA
"102","455_2014","OR455_S338_L001_R1_001.fastq.gz","OR455_S338_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2014 Aug","10-12 m","455",27,"run1","2014",472,7275.90836468762,"Very High","Before",1154,"NA",3233.82818968762,NA
"103","455_2015a","P160_S360_L001_R1_001.fastq.gz","P160_S360_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2015 Jan","10-12 m","455",27,"run1","2015a",943,7275.90836468762,"Very High","Before",1155,"NA",3233.82818968762,NA
"104","461_2014","OR461_S339_L001_R1_001.fastq.gz","OR461_S339_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2014 Aug","10-12 m","461",27,"run1","2014",473,7275.90836468762,"Very High","Before",1156,"NA",3233.82818968762,NA
"105","465_2014","465-14_S206_L001_R1_001.fastq.gz","465-14_S206_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","halicora","Favites halicora","2.00877 N","157.48886 W","2014 Aug","10-12 m","465",27,"Bleaching3_run","2014",407,7275.90836468762,"Very High","Before",1091,"NA",3233.82818968762,NA
"106","466_2014","OR466_S340_L001_R1_001.fastq.gz","OR466_S340_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2014 Aug","10-12 m","466",27,"run1","2014",474,7275.90836468762,"Very High","Before",1157,"NA",3233.82818968762,NA
"107","466_2015a","P156_S359_L001_R1_001.fastq.gz","P156_S359_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2015 Jan","10-12 m","466",27,"run1","2015a",942,7275.90836468762,"Very High","Before",1158,"NA",3233.82818968762,NA
"108","466_2015b","G140_S258_L001_R1_001.fastq.gz","G140_S258_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2015 May","10-12 m","466",27,"run1","2015b",1640,7275.90836468762,"Very High","Before",1159,"NA",3233.82818968762,NA
"109","466_2015c","BG64_S156_L001_R1_001.fastq.gz","BG64_S156_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2015 July","10-12 m","466",27,"run1","2015c",1448,7275.90836468762,"Very High","During",1160,"NA",3233.82818968762,NA
"110","470_2014","OR470_S341_L001_R1_001.fastq.gz","OR470_S341_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2014 Aug","10-12 m","470",27,"run1","2014",475,7275.90836468762,"Very High","Before",1161,"NA",3233.82818968762,NA
"111","470_2015a","P150_S358_L001_R1_001.fastq.gz","P150_S358_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2015 Jan","10-12 m","470",27,"run1","2015a",941,7275.90836468762,"Very High","Before",1162,"NA",3233.82818968762,NA
"112","470_2015b","2015b-138_S31_L001_R1_001.fastq.gz","2015b-138_S31_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2015 May","10-12 m","470",27,"run1","2015b",1619,7275.90836468762,"Very High","Before",1163,"NA",3233.82818968762,NA
"113","470_2015c","BG72_S158_L001_R1_001.fastq.gz","BG72_S158_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.00877 N","157.48886 W","2015 July","10-12 m","470",27,"run1","2015c",1450,7275.90836468762,"Very High","During",1164,"NA",3233.82818968762,NA
"114","473_2014","2014-473_S23_L001_R1_001.fastq.gz","2014-473_S23_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.00877 N","157.48886 W","2014 Aug","10-12 m","473",27,"run1","2014",432,7275.90836468762,"Very High","Before",1098,"NA",3233.82818968762,NA
"115","479_2014","2014-479_S24_L001_R1_001.fastq.gz","2014-479_S24_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.53465 W","2014 Aug","10-12 m","479",32,"run1","2014",433,4860.74570191682,"Very High","Before",1621,"NA",3638.10425291682,NA
"116","487_2014","OR487_S344_L001_R1_001.fastq.gz","OR487_S344_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","2014 Aug","10-12 m","487",32,"run1","2014",478,4860.74570191682,"Very High","Before",1553,"NA",3638.10425291682,NA
"117","487_2015b","G187_S263_L001_R1_001.fastq.gz","G187_S263_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","2015 May","10-12 m","487",32,"run1","2015b",1645,4860.74570191682,"Very High","Before",1554,"NA",3638.10425291682,NA
"118","487_2015c","BG434_S133_L001_R1_001.fastq.gz","BG434_S133_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","2015 July","10-12 m","487",32,"run1","2015c",1426,4860.74570191682,"Very High","During",1555,"NA",3638.10425291682,NA
"119","492_2014","2014-492_S25_L001_R1_001.fastq.gz","2014-492_S25_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","2014 Aug","10-12 m","492",32,"run1","2014",434,4860.74570191682,"Very High","Before",1556,"NA",3638.10425291682,NA
"120","492_2015b","G191_S266_L001_R1_001.fastq.gz","G191_S266_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","2015 May","10-12 m","492",32,"run1","2015b",1648,4860.74570191682,"Very High","Before",1557,"NA",3638.10425291682,NA
"121","492_2015c","BG439_S136_L001_R1_001.fastq.gz","BG439_S136_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","2015 July","10-12 m","492",32,"run1","2015c",1429,4860.74570191682,"Very High","During",1558,"NA",3638.10425291682,NA
"122","500_2017","208_S208_L001_run4_R1_001.fastq.gz","208_S208_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites sp","1.91002 N","157.53465 W","2017 July","10-12 m","500",32,"run4","2017",2388,4860.74570191682,"Very High","After",1575,"NA",3638.10425291682,NA
"123","500_2016b","c-231_S231_L001_R1_001.fastq.gz","c-231_S231_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites sp","1.91002 N","157.53465 W","2016 November","10-12 m","500",32,"run3","2016b",2114,4860.74570191682,"Very High","After",1578,"NA",3638.10425291682,NA
"124","500_2014","OR500_S345_L001_R1_001.fastq.gz","OR500_S345_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites sp","1.91002 N","157.53465 W","2014 Aug","10-12 m","500",32,"run1","2014",479,4860.74570191682,"Very High","Before",1574,"NA",3638.10425291682,NA
"125","500_2015c","BG455_S138_L001_R1_001.fastq.gz","BG455_S138_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites sp","1.91002 N","157.53465 W","2015 May","10-12 m","500",32,"run1","2015c",1629,4860.74570191682,"Very High","Before",1576,"NA",3638.10425291682,"Can't figure out what coral tag this is; seems like its 500 from 2015c but I cant be sure"
"126","500_2016a","BL11_S169_L001_R1_001.fastq.gz","BL11_S169_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites sp","1.91002 N","157.53465 W","2016 March","10-12 m","500",32,"run1","2016a",1912,4860.74570191682,"Very High","During",1577,"NA",3638.10425291682,NA
"127","504_2014","OR504_S346_L001_R1_001.fastq.gz","OR504_S346_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","01.87482 N","157.56383 W","2014 Aug","10-12 m","504",14,"run1","2014",480,1159.54759,"Medium","Before",661,"NA",809,NA
"128","583_2015a","P32_S363_L001_R1_001.fastq.gz","P32_S363_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","2015 Jan","10-12 m","583",15,"run1","2015a",946,0,"Very Low","Before",689,"NA",0,NA
"129","583_2015b","2015b-080_S30_L001_R1_001.fastq.gz","2015b-080_S30_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","2015 May","10-12 m","583",15,"run1","2015b",1618,0,"Very Low","Before",690,"NA",0,NA
"130","583_2015c","BG101_S91_L001_R1_001.fastq.gz","BG101_S91_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","2015 July","10-12 m","583",15,"run1","2015c",1385,0,"Very Low","During",691,"NA",0,NA
"131","583_2016a","BL151_S178_L001_R1_001.fastq.gz","BL151_S178_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","2016 March","10-12 m","583",15,"run1","2016a",1921,0,"Very Low","During",692,"NA",0,NA
"132","73_2018","73-2018_S58_L001_R1_001.fastq.gz","73-2018_S58_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83004 N","157.32169 W","43276","10-12 m","594",15,"Starko_Shedd","2018",58,0,"Very Low","After",789,"NA",0,NA
"133","594_2016b","c-309_S309_L001_R1_001.fastq.gz","c-309_S309_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83004 N","157.32169 W","2016 November","10-12 m","594",15,"run3","2016b",2192,0,"Very Low","After",793,"NA",0,NA
"134","594_2017","312_S312_L001_run4_R1_001.fastq.gz","312_S312_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra spgyra sp","1.83004 N","157.32169 W","2017 July","10-12 m","594",15,"run4","2017",2504,0,"Very Low","After",805,"NA",0,NA
"135","594_2015a","P43_S366_L001_R1_001.fastq.gz","P43_S366_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83004 N","157.32169 W","2015 Jan","10-12 m","594",15,"run1","2015a",949,0,"Very Low","Before",790,"NA",0,NA
"136","594_2015c","BG114_S94_L001_R1_001.fastq.gz","BG114_S94_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83004 N","157.32169 W","2015 July","10-12 m","594",15,"run1","2015c",1388,0,"Very Low","During",791,"NA",0,NA
"137","594_2016a","BL158_S181_L001_R1_001.fastq.gz","BL158_S181_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83004 N","157.32169 W","2016 March","10-12 m","594",15,"run1","2016a",1924,0,"Very Low","During",792,"NA",0,NA
"138","82_2018","82-2018_S64_L001_R1_001.fastq.gz","82-2018_S64_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","43276","10-12 m","605",15,"Starko_Shedd","2018",64,0,"Very Low","After",709,"NA",0,NA
"139","605_2016b","c-305_S305_L001_R1_001.fastq.gz","c-305_S305_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","2016 November","10-12 m","605",15,"run3","2016b",2188,0,"Very Low","After",712,"NA",0,NA
