"","sample_name","fastq_fwd_file_name","fastq_rev_file_name","sample_type","host_phylum","host_class","host_order","host_family","host_genus","host_species","coral species","collection_latitude","collection_longitude","collection_date","collection_depth","coral_tag","site_name","Sequencing_run","expedition","ID","Disturbance","Disturbance_cat","El_nino","ID2","Porites_compare","DisturbanceFish","...27"
"180","770_2015c","BG461_S140_L001_R1_001.fastq.gz","BG461_S140_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","2015 July","10-12 m","770",32,"run1","2015c",1432,4860.74570191682,"Very High","During",1564,"NA",3638.10425291682,NA
"181","770_2016a","BL13_S177_L001_R1_001.fastq.gz","BL13_S177_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","2016 March","10-12 m","770",32,"run1","2016a",1920,4860.74570191682,"Very High","During",1565,"NA",3638.10425291682,NA
"182","772_2015b","G249_S281_L001_R1_001.fastq.gz","G249_S281_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","2015 May","10-12 m","772",32,"run1","2015b",1663,4860.74570191682,"Very High","Before",1567,"NA",3638.10425291682,NA
"183","772_2015c","BG448_S137_L001_R1_001.fastq.gz","BG448_S137_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","2015 July","10-12 m","772",32,"run1","2015c",1430,4860.74570191682,"Very High","During",1568,"NA",3638.10425291682,NA
"184","781_2015b","KI15b-277_S301_L001_R1_001.fastq.gz","KI15b-277_S301_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","2015 May","10-12 m","781",34,"run1","2015b",1682,1212.82818968762,"Medium","Before",1746,"NA",1212.82818968762,NA
"185","781_2015c","BG499_S148_L001_R1_001.fastq.gz","BG499_S148_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","2015 July","10-12 m","781",34,"run1","2015c",1440,1212.82818968762,"Medium","During",1747,"NA",1212.82818968762,NA
"186","783_2017","222_S222_L001_run4_R1_001.fastq.gz","222_S222_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2017 July","10-12 m","783",34,"run4","2017",2404,1212.82818968762,"Medium","After",1832,"NA",1212.82818968762,NA
"187","783_2016b","c-371_S371_L001_R1_001.fastq.gz","c-371_S371_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2016 November","10-12 m","783",34,"run3","2016b",2254,1212.82818968762,"Medium","After",1836,"NA",1212.82818968762,NA
"188","783_2015b","BL279_S219_L001_R1_001.fastq.gz","BL279_S219_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2015 May","10-12 m","783",34,"run1","2015b",1632,1212.82818968762,"Medium","Before",1833,"NA",1212.82818968762,NA
"189","783_2015c","501-15C_S243_L001_R1_001.fastq.gz","501-15C_S243_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2015 July","10-12 m","783",34,"Bleaching3_run","2015c",1330,1212.82818968762,"Medium","During",1834,"NA",1212.82818968762,NA
"190","783_2016a","BL118_S172_L001_R1_001.fastq.gz","BL118_S172_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2016 March","10-12 m","783",34,"run1","2016a",1915,1212.82818968762,"Medium","During",1835,"NA",1212.82818968762,NA
"191","792_2017","19_S19_L001_run4_R1_001.fastq.gz","19_S19_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2017 July","10-12 m","792",5,"run4","2017",2367,0,"Very Low","After",189,"NA",0,NA
"192","177_2018","177-2018_S125_L001_R1_001.fastq.gz","177-2018_S125_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","43281","10-12 m","792",5,"Starko_Shedd","2018",128,0,"Very Low","After",190,"NA",0,NA
"193","155_2019","155-2019_S262_L001_R1_001.fastq.gz","155-2019_S262_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","43668","10-12 m","792",5,"Starko_Shedd","2019",272,0,"Very Low","After",191,"NA",0,NA
"194","792_2016b","c-242_S242_L001_R1_001.fastq.gz","c-242_S242_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2016 November","10-12 m","792",5,"run3","2016b",2125,0,"Very Low","After",195,"NA",0,NA
"195","792_2015b","G288_S285_L001_R1_001.fastq.gz","G288_S285_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2015 May","10-12 m","792",5,"run1","2015b",1667,0,"Very Low","Before",192,"NA",0,NA
"196","792_2015c","2015c-254_S48_L001_R1_001.fastq.gz","2015c-254_S48_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2015 July","10-12 m","792",5,"run1","2015c",1354,0,"Very Low","During",193,"NA",0,NA
"197","792_2016a","BL89_S249_L001_R1_001.fastq.gz","BL89_S249_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2016 March","10-12 m","792",5,"run1","2016a",1984,0,"Very Low","During",194,"NA",0,NA
"198","797_2017","20_S20_L001_run4_R1_001.fastq.gz","20_S20_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2017 July","10-12 m","797",5,"run4","2017",2379,0,"Very Low","After",196,"NA",0,NA
"199","42_2018","42-2018_S37_L001_R1_001.fastq.gz","42-2018_S37_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","43274","10-12 m","797",5,"Starko_Shedd","2018",37,0,"Very Low","After",197,"NA",0,NA
"200","797_2016b","c-244_S244_L001_R1_001.fastq.gz","c-244_S244_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2016 November","10-12 m","797",5,"run3","2016b",2127,0,"Very Low","After",201,"NA",0,NA
"201","797_2015b","G293_S286_L001_R1_001.fastq.gz","G293_S286_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2015 May","10-12 m","797",5,"run1","2015b",1668,0,"Very Low","Before",198,"NA",0,NA
"202","797_2015c","BG261_S110_L001_R1_001.fastq.gz","BG261_S110_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2015 July","10-12 m","797",5,"run1","2015c",1403,0,"Very Low","During",199,"NA",0,NA
"203","797_2016a","BL91_S251_L001_R1_001.fastq.gz","BL91_S251_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2016 March","10-12 m","797",5,"run1","2016a",1986,0,"Very Low","During",200,"NA",0,NA
"204","800_2015b","G296_S287_L001_R1_001.fastq.gz","G296_S287_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83982 N","157.48058 W","2015 May","10-12 m","800",5,"run1","2015b",1669,0,"Very Low","Before",152,"NA",0,NA
"205","800_2015c","BG265_S111_L001_R1_001.fastq.gz","BG265_S111_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83982 N","157.48058 W","2015 July","10-12 m","800",5,"run1","2015c",1404,0,"Very Low","During",153,"NA",0,NA
"206","810_2015b","2015b-306_S38_L001_R1_001.fastq.gz","2015b-306_S38_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83982 N","157.48058 W","2015 May","10-12 m","810",5,"run1","2015b",1626,0,"Very Low","Before",154,"NA",0,NA
"207","810_2015c","BG275_S113_L001_R1_001.fastq.gz","BG275_S113_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83982 N","157.48058 W","2015 July","10-12 m","810",5,"run1","2015c",1406,0,"Very Low","During",155,"NA",0,NA
"208","813_2017","26_S26_L001_run4_R1_001.fastq.gz","26_S26_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2017 July","10-12 m","813",5,"run4","2017",2445,0,"Very Low","After",208,"NA",0,NA
"209","172_2018","172-2018_S122_L001_R1_001.fastq.gz","172-2018_S122_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","43281","10-12 m","813",5,"Starko_Shedd","2018",124,0,"Very Low","After",209,"NA",0,NA
"210","144_2019","144-2019_S256_L001_R1_001.fastq.gz","144-2019_S256_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","43668","10-12 m","813",5,"Starko_Shedd","2019",266,0,"Very Low","After",210,"NA",0,NA
"211","813_2015b","G309_S289_L001_R1_001.fastq.gz","G309_S289_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2015 May","10-12 m","813",5,"run1","2015b",1671,0,"Very Low","Before",211,"NA",0,NA
"212","813_2015c","BG277_S115_L001_R1_001.fastq.gz","BG277_S115_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2015 July","10-12 m","813",5,"run1","2015c",1408,0,"Very Low","During",212,"NA",0,NA
"213","813_2016a","BL95_S253_L001_R1_001.fastq.gz","BL95_S253_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2016 March","10-12 m","813",5,"run1","2016a",1988,0,"Very Low","During",213,"NA",0,NA
"214","820_2017","27_S27_L001_run4_R1_001.fastq.gz","27_S27_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2017 July","10-12 m","820",5,"run4","2017",2456,0,"Very Low","After",214,"NA",0,NA
"215","171_2018","171-2018_S121_L001_R1_001.fastq.gz","171-2018_S121_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","43281","10-12 m","820",5,"Starko_Shedd","2018",123,0,"Very Low","After",215,"NA",0,NA
"216","820_2016b","c-268_S268_L001_R1_001.fastq.gz","c-268_S268_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2016 November","10-12 m","820",5,"run3","2016b",2151,0,"Very Low","After",219,"NA",0,NA
"217","820_2015b","2015b-316_S39_L001_R1_001.fastq.gz","2015b-316_S39_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2015 May","10-12 m","820",5,"run1","2015b",1627,0,"Very Low","Before",216,"NA",0,NA
"218","820_2015c","BG278_S116_L001_R1_001.fastq.gz","BG278_S116_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2015 July","10-12 m","820",5,"run1","2015c",1409,0,"Very Low","During",217,"NA",0,NA
"219","820_2016a","BL96_S254_L001_R1_001.fastq.gz","BL96_S254_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2016 March","10-12 m","820",5,"run1","2016a",1989,0,"Very Low","During",218,"NA",0,NA
"220","824_2017","34_S34_L001_run4_R1_001.fastq.gz","34_S34_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2017 July","10-12 m","824",5,"run4","2017",2534,0,"Very Low","After",220,"NA",0,NA
"221","185_2018","185-2018_S129_L001_R1_001.fastq.gz","185-2018_S129_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","43281","10-12 m","824",5,"Starko_Shedd","2018",132,0,"Very Low","After",221,"NA",0,NA
"222","824_2016b","c-248_S248_L001_R1_001.fastq.gz","c-248_S248_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2016 November","10-12 m","824",5,"run3","2016b",2131,0,"Very Low","After",225,"NA",0,NA
"223","824_2015b","G320_S291_L001_R1_001.fastq.gz","G320_S291_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2015 May","10-12 m","824",5,"run1","2015b",1673,0,"Very Low","Before",222,"NA",0,NA
"224","824_2015c","2015c-283_S49_L001_R1_001.fastq.gz","2015c-283_S49_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2015 July","10-12 m","824",5,"run1","2015c",1355,0,"Very Low","During",223,"NA",0,NA
"225","824_2016a","BL101_S165_L001_R1_001.fastq.gz","BL101_S165_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2016 March","10-12 m","824",5,"run1","2016a",1908,0,"Very Low","During",224,"NA",0,NA
"226","197_2018","197-2018_S137_L001_R1_001.fastq.gz","197-2018_S137_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","43281","10-12 m","844",34,"Starko_Shedd","2018",140,1212.82818968762,"Medium","After",1754,"NA",1212.82818968762,NA
"227","181_2019","181-2019_S280_L001_R1_001.fastq.gz","181-2019_S280_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","43669","10-12 m","844",34,"Starko_Shedd","2019",289,1212.82818968762,"Medium","After",1755,"NA",1212.82818968762,NA
"228","844_2016b","c-380_S380_L001_R1_001.fastq.gz","c-380_S380_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","2016 November","10-12 m","844",34,"run3","2016b",2263,1212.82818968762,"Medium","After",1760,"NA",1212.82818968762,NA
"229","844_2015b","KI15b-340_S300_L001_R1_001.fastq.gz","KI15b-340_S300_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","2015 May","10-12 m","844",34,"run1","2015b",1683,1212.82818968762,"Medium","Before",1756,"NA",1212.82818968762,NA
"230","844_2015c_1","BG519_S154_L001_R1_001.fastq.gz","BG519_S154_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","2015 July","10-12 m","844",34,"run1","2015c",1446,1212.82818968762,"Medium","During",1757,"NA",1212.82818968762,NA
"231","844_2015c","c-108_S108_L001_R1_001.fastq.gz","c-108_S108_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","2015 July","10-12 m","844",34,"run3","2015c",1525,1212.82818968762,"Medium","During",1758,"NA",1212.82818968762,NA
"232","844_2016a","BL123_S176_L001_R1_001.fastq.gz","BL123_S176_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","2016 March","10-12 m","844",34,"run1","2016a",1919,1212.82818968762,"Medium","During",1759,"NA",1212.82818968762,NA
"233","844_2017","235_S235_L001_run4_R1_001.fastq.gz","235_S235_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.91002 N","157.54276 W","2017 July","10-12 m","844",34,"run4","2017",2418,1212.82818968762,"Medium","After",1766,"NA",1212.82818968762,NA
"234","850_2016b","c-377_S377_L001_R1_001.fastq.gz","c-377_S377_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2016 November","10-12 m","850",34,"run3","2016b",2260,1212.82818968762,"Medium","After",1840,"NA",1212.82818968762,NA
"235","850_2015b","BL346_S223_L001_R1_001.fastq.gz","BL346_S223_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2015 May","10-12 m","850",34,"run1","2015b",1634,1212.82818968762,"Medium","Before",1837,"NA",1212.82818968762,NA
"236","850_2015c","2015c-506_S53_L001_R1_001.fastq.gz","2015c-506_S53_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2015 July","10-12 m","850",34,"run1","2015c",1359,1212.82818968762,"Medium","During",1838,"NA",1212.82818968762,NA
"237","850_2016a","BL120_S174_L001_R1_001.fastq.gz","BL120_S174_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2016 March","10-12 m","850",34,"run1","2016a",1917,1212.82818968762,"Medium","During",1839,"NA",1212.82818968762,NA
"238","856_2015b","BL352_S224_L001_R1_001.fastq.gz","BL352_S224_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","2015 May","10-12 m","856",34,"run1","2015b",1635,1212.82818968762,"Medium","Before",1761,"NA",1212.82818968762,NA
"239","856_2015c","BG503_S150_L001_R1_001.fastq.gz","BG503_S150_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","2015 July","10-12 m","856",34,"run1","2015c",1442,1212.82818968762,"Medium","During",1762,"NA",1212.82818968762,NA
"240","314_1088_2016b","c-373_S373_L001_R1_001.fastq.gz","c-373_S373_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2016 November","10-12 m","857",34,"run3","2016b",2256,1212.82818968762,"Medium","After",1819,"NA",1212.82818968762,NA
"241","857_2017","224_S224_L001_run4_R1_001.fastq.gz","224_S224_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2017 July","10-12 m","857",34,"run4","2017",2406,1212.82818968762,"Medium","After",1841,"NA",1212.82818968762,NA
"242","206_2018","206-2018_S142_L001_R1_001.fastq.gz","206-2018_S142_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43281","10-12 m","857",34,"Starko_Shedd","2018",145,1212.82818968762,"Medium","After",1842,"NA",1212.82818968762,NA
"243","185_2019","185-2019_S284_L001_R1_001.fastq.gz","185-2019_S284_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43669","10-12 m","857",34,"Starko_Shedd","2019",293,1212.82818968762,"Medium","After",1843,"NA",1212.82818968762,NA
"244","857_2016b","178-16B_S272_L001_R1_001.fastq.gz","178-16B_S272_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp.","1.91002 N","157.54276 W","2016 November","10-12 m","857",34,"Bleaching3_run","2016b",2097,1212.82818968762,"Medium","After",1870,"NA",1212.82818968762,NA
"245","857_2015b","BL353_S225_L001_R1_001.fastq.gz","BL353_S225_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2015 May","10-12 m","857",34,"run1","2015b",1636,1212.82818968762,"Medium","Before",1844,"NA",1212.82818968762,NA
"246","857_2015c","BG504_S151_L001_R1_001.fastq.gz","BG504_S151_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2015 July","10-12 m","857",34,"run1","2015c",1443,1212.82818968762,"Medium","During",1845,"NA",1212.82818968762,NA
"247","857_2016a_1","113-16A_S215_L001_R1_001.fastq.gz","113-16A_S215_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2016 March","10-12 m","857",34,"Bleaching3_run","2016a",1869,1212.82818968762,"Medium","During",1846,"NA",1212.82818968762,NA
"248","857_2016a","BL113_S170_L001_R1_001.fastq.gz","BL113_S170_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2016 March","10-12 m","857",34,"run1","2016a",1913,1212.82818968762,"Medium","During",1847,"NA",1212.82818968762,NA
"249","900_2016a","BL18_S186_L001_R1_001.fastq.gz","BL18_S186_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.53465 W","2016 March","10-12 m","900",32,"run1","2016a",1929,4860.74570191682,"Very High","During",1636,"NA",3638.10425291682,NA
"250","902_2016b","c-232_S232_L001_R1_001.fastq.gz","c-232_S232_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","2016 November","10-12 m","902",32,"run3","2016b",2115,4860.74570191682,"Very High","After",1570,"NA",3638.10425291682,NA
"251","902_2016a","BL20_S189_L001_R1_001.fastq.gz","BL20_S189_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","2016 March","10-12 m","902",32,"run1","2016a",1932,4860.74570191682,"Very High","During",1569,"NA",3638.10425291682,NA
"252","906_2017","104_S104_L001_run4_R1_001.fastq.gz","104_S104_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2017 July","10-12 m","906",8,"run4","2017",2274,1212.82818968762,"Medium","After",470,"NA",1213,NA
"253","131_2018","131-2018_S96_L001_R1_001.fastq.gz","131-2018_S96_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43279","10-12 m","906",8,"Starko_Shedd","2018",96,1212.82818968762,"Medium","After",471,"NA",1213,NA
"254","18_2018","18-2018_S16_L001_R1_001.fastq.gz","18-2018_S16_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43664","10-12 m","906",8,"Starko_Shedd","2019",186,1212.82818968762,"Medium","After",472,"NA",1213,NA
"255","906_2016b","c-355_S355_L001_R1_001.fastq.gz","c-355_S355_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2016 November","10-12 m","906",8,"run3","2016b",2238,1212.82818968762,"Medium","After",474,"NA",1213,NA
"256","906_2016a","BL24_S204_L001_R1_001.fastq.gz","BL24_S204_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2016 March","10-12 m","906",8,"run1","2016a",1947,1212.82818968762,"Medium","During",473,"NA",1213,NA
"257","909_2017","110_S110_L001_run4_R1_001.fastq.gz","110_S110_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2017 July","10-12 m","909",8,"run4","2017",2281,1212.82818968762,"Medium","After",475,"NA",1213,NA
"258","6_2019","6-2019_S174_L001_R1_001.fastq.gz","6-2019_S174_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43272","10-12 m","909",8,"Starko_Shedd","2018",8,1212.82818968762,"Medium","After",476,"NA",1213,NA
"259","9_2019","9-2019_S177_L001_R1_001.fastq.gz","9-2019_S177_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43664","10-12 m","909",8,"Starko_Shedd","2019",196,1212.82818968762,"Medium","After",477,"NA",1213,NA
"260","909_2016b","c-360_S360_L001_R1_001.fastq.gz","c-360_S360_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2016 November","10-12 m","909",8,"run3","2016b",2243,1212.82818968762,"Medium","After",479,"NA",1213,NA
"261","909_2016a","BL27_S215_L001_R1_001.fastq.gz","BL27_S215_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2016 March","10-12 m","909",8,"run1","2016a",1955,1212.82818968762,"Medium","During",478,"NA",1213,NA
