"Field.Season","Site","Quadrat","adj.total.points.quadrat","Cover","Bleached","Substrate","Species","Fish.Level","Field.Season.Cat","adj.total.points.site"
"KI2016a","site8","Q38.0",97,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q35.2",92,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q24.4",96,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q37.0",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q37.6",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q16.2",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q6.1",97,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q8.6",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q9.7",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q9.9",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","54.0",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q44.2",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q47.9",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q49.0",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q50.8",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q56.6",97,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q43.2",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q16.2",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q16.7",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","54.0",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q0.2",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q10.7",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q1.2",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q16.2",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q43.2",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q44.2",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q47.9",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q49.0",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q50.8",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q56.6",97,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q57.0",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q58.3",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q58.6",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q19.3",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q20.9",97,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q24.4",96,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q3.3",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q16.2",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q16.7",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q19.3",98,5,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q44.2",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q47.9",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q49.0",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q56.6",97,2,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q57.0",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q58.3",98,4,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q58.6",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q6.0",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q6.1",97,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q6.1",97,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q8.6",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q9.7",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q1.2",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q16.7",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q21.3",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q35.2",92,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q37.0",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q37.6",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q38.0",97,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q39.5",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q43.2",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q44.2",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q47.9",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q49.0",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q50.8",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q56.6",97,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q58.3",98,4,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q58.6",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q6.0",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q0.2",100,2,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q10.7",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q1.2",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q20.9",97,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q21.3",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q24.4",96,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q3.3",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q35.2",92,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q37.0",100,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q37.6",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q1.2",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q43.2",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q8.6",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q9.7",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q9.9",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q6.0",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q6.1",97,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q8.6",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","54.0",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q0.2",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q50.8",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q9.7",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q9.9",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","54.0",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q0.2",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q10.7",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q57.0",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q10.7",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q39.5",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
"KI2016a","site8","Q57.0",100,3,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q58.3",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q58.6",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q6.0",100,2,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q9.9",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q38.0",97,3,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2960
