Coral Tag # ,Coral Tag # All,Sample Type,Year,Tube Label,Coral Species,Site,Run
1034,1034,coral,2016 Nov,KI16bFSYM144,Favites pentagona,40,Run_3
1034,1034,coral,2017,KI17FSYM275,Favites pentagona,40,Run_4
1035,1035,coral,2016 March,KI16aFSYM260,Platygyra sp,40,Run_1
1036,1036,coral,2016 March,KI16aFSYM261,Platygyra sp,40,Run_1
1036,1036,coral,2016 Nov,KI16bFSYM140,Platygyra sp,40,Run_3
1036,1036,coral,2017,KI17FSYM270,Platygyra sp,40,Run_4
1037,1037,coral,2016 March,KI16aFSYM262,Favites pentagona,40,Run_1
1037,1037,coral,2016 Nov,KI16bFSYM141,Favites pentagona,40,Run_3
1037,1037,coral,2017,KI17FSYM286,Favites pentagona,40,Run_4
1040,1040,coral,2016 March,KI16aFSYM264,Platygyra sp,40,Run_1
1040,1040,coral,2016 Nov,KI16bFSYM135,Platygyra sp,40,Run_3
1040,1040,coral,2017,KI17FSYM265,Platygyra sp,40,Run_4
1049,1049,coral,2016 March,KI16aFSYM265,Platygyra sp,40,Run_1
1049,1049,coral,2016 Nov,KI16bFSYM152,Platygyra sp,40,Run_3
1049,1049,coral,2017,KI17FSYM280,Platygyra sp,40,Run_4
1050,1050,coral,2016 March,KI16aFSYM266,Favites pentagona,40,Run_1
1050,1050,coral,2016 Nov,KI16bFSYM138,Favites pentagona,40,Run_3
1050,1050,coral,2017,KI17FSYM268,Favites pentagona,40,Run_4
1052,1052,coral,2016 March,KI16aFSYM268,Favia sp,40,Run_1
1055,1055,coral,2016 March,KI16aFSYM272,Platygyra sp,40,Run_1
1055,1055,coral,2016 Nov,KI16bFSYM131,Platygyra sp,40,Run_3
1056,1056,coral,2016 March,KI16aFSYM273,Favites pentagona,40,Run_1
1056,1056,coral,2016 Nov,KI16bFSYM133,Favites pentagona,40,Run_3
1056,1056,coral,2017,KI17FSYM262,Favites pentagona,40,Run_4
1057,1057,coral,2016 March,KI16aFSYM274,Favia sp,40,Run_1
1057,1057,coral,2016 Nov,KI16bFSYM139,Favia sp,40,Run_6
1057,1057,coral,2017,KI17FSYM266,Favia sp,40,Run_4
583b,583b,coral,2016 Nov,KI16bFSYM115,Favites pentagona,15,Run_3
583b,583b,coral,2017,KI17FSYM306,Favites pentagona,15,Run_4
93b,93b,coral,2015 Jan,KI15aFSYM024,Favia matthaii,35,Run_5
